Date,Open,High,Low,Close,Adj Close,Volume,ticker_symbol,security,sector
2007-01-03,42.01335906982422,42.83396911621094,41.95610809326172,42.00381851196289,23.821321487426758,15740226,MRK,Merck & Co.,Health Care
2007-01-04,41.622135162353516,43.36832046508789,41.622135162353516,43.04389190673828,24.411182403564453,13115930,MRK,Merck & Co.,Health Care
2007-01-05,43.03435134887695,43.03435134887695,42.156490325927734,42.270992279052734,23.972848892211914,11168431,MRK,Merck & Co.,Health Care
2007-01-08,41.183204650878906,42.48091506958008,41.183204650878906,42.261451721191406,23.967435836791992,7384522,MRK,Merck & Co.,Health Care
2007-01-09,42.270992279052734,42.461830139160156,41.82251739501953,41.8702278137207,23.74557113647461,9037114,MRK,Merck & Co.,Health Care
2007-01-10,41.84160232543945,42.356868743896484,41.63167953491211,42.09923553466797,23.87544059753418,7949080,MRK,Merck & Co.,Health Care
2007-01-11,42.22328186035156,42.5572509765625,41.90839767456055,42.23282241821289,23.951196670532227,8051889,MRK,Merck & Co.,Health Care
2007-01-12,42.4427490234375,43.024810791015625,42.290077209472656,42.738548278808594,24.238012313842773,9872579,MRK,Merck & Co.,Health Care
2007-01-16,42.74809265136719,43.10114669799805,42.66221237182617,42.89122009277344,24.324594497680664,6580497,MRK,Merck & Co.,Health Care
2007-01-17,42.89122009277344,43.15839767456055,42.652671813964844,42.9484748840332,24.357059478759766,8045391,MRK,Merck & Co.,Health Care
2007-01-18,42.98664093017578,43.902671813964844,42.98664093017578,43.64503860473633,24.752098083496094,11123053,MRK,Merck & Co.,Health Care
2007-01-19,43.75954055786133,44.04580307006836,43.34923553466797,43.511451721191406,24.67633819580078,9909050,MRK,Merck & Co.,Health Care
2007-01-22,43.33969497680664,43.8072509765625,42.96755599975586,43.225189208984375,24.513996124267578,8492678,MRK,Merck & Co.,Health Care
2007-01-23,43.44465637207031,43.864505767822266,43.23473358154297,43.635494232177734,24.746686935424805,8743988,MRK,Merck & Co.,Health Care
2007-01-24,43.683204650878906,44.20801544189453,43.58778762817383,44.10305404663086,25.011850357055664,6476011,MRK,Merck & Co.,Health Care
2007-01-25,43.902671813964844,44.417938232421875,43.625953674316406,43.893131256103516,24.892797470092773,8482512,MRK,Merck & Co.,Health Care
2007-01-26,43.88358688354492,44.26526641845703,43.33969497680664,43.88358688354492,24.88739013671875,7392906,MRK,Merck & Co.,Health Care
2007-01-29,44.07442855834961,44.11259460449219,43.23473358154297,43.42557144165039,24.62763786315918,7784125,MRK,Merck & Co.,Health Care
2007-01-30,43.66412353515625,43.82633590698242,42.5572509765625,42.85305404663086,24.30295753479004,13092874,MRK,Merck & Co.,Health Care
2007-01-31,42.843509674072266,43.024810791015625,42.461830139160156,42.700382232666016,24.21636199951172,10228585,MRK,Merck & Co.,Health Care
2007-02-01,42.843509674072266,43.35877990722656,42.643131256103516,43.0629768371582,24.421998977661133,8337574,MRK,Merck & Co.,Health Care
2007-02-02,43.053436279296875,43.23473358154297,41.89885330200195,42.681297302246094,24.205533981323242,15398474,MRK,Merck & Co.,Health Care
2007-02-05,42.566795349121094,42.652671813964844,42.22328186035156,42.538169860839844,24.124370574951172,11738543,MRK,Merck & Co.,Health Care
2007-02-06,42.69084167480469,42.729007720947266,42.185115814208984,42.595420837402344,24.156835556030273,8284126,MRK,Merck & Co.,Health Care
2007-02-07,42.82442855834961,42.83396911621094,41.95610809326172,42.23282241821289,23.951196670532227,9068239,MRK,Merck & Co.,Health Care
2007-02-08,42.00381851196289,42.700382232666016,41.803436279296875,41.90839767456055,23.7672061920166,7576726,MRK,Merck & Co.,Health Care
2007-02-09,42.04198455810547,42.25190734863281,41.66030502319336,41.8129768371582,23.713088989257812,5758131,MRK,Merck & Co.,Health Care
2007-02-12,41.98473358154297,42.213741302490234,41.6984748840332,41.84160232543945,23.729328155517578,9276896,MRK,Merck & Co.,Health Care
2007-02-13,42.08015441894531,42.127864837646484,41.68893051147461,41.9370231628418,23.783451080322266,7480729,MRK,Merck & Co.,Health Care
2007-02-14,42.11832046508789,42.20419692993164,41.889312744140625,42.04198455810547,23.84297752380371,6874146,MRK,Merck & Co.,Health Care
2007-02-15,41.89885330200195,42.04198455810547,41.66030502319336,41.8702278137207,23.74557113647461,10005885,MRK,Merck & Co.,Health Care
2007-02-16,42.0515251159668,42.700382232666016,41.89885330200195,42.25190734863281,23.96202278137207,14396690,MRK,Merck & Co.,Health Care
2007-02-20,42.356868743896484,42.652671813964844,42.185115814208984,42.461830139160156,24.08108139038086,8807287,MRK,Merck & Co.,Health Care
2007-02-21,42.41412353515625,42.41412353515625,41.803436279296875,41.9370231628418,23.783451080322266,9869854,MRK,Merck & Co.,Health Care
2007-02-22,41.84160232543945,42.00381851196289,41.154579162597656,41.22137451171875,23.377592086791992,12994676,MRK,Merck & Co.,Health Care
2007-02-23,41.22137451171875,41.24045944213867,40.83969497680664,40.97328186035156,23.236888885498047,9807813,MRK,Merck & Co.,Health Care
2007-02-26,42.30915832519531,42.872135162353516,41.860687255859375,42.4427490234375,24.07025718688965,20305210,MRK,Merck & Co.,Health Care
2007-02-27,42.25190734863281,42.461830139160156,40.41030502319336,41.20228958129883,23.366758346557617,16185102,MRK,Merck & Co.,Health Care
2007-02-28,42.23282241821289,42.652671813964844,41.66984558105469,42.127864837646484,23.89167022705078,21879725,MRK,Merck & Co.,Health Care
2007-03-01,41.9370231628418,42.4427490234375,41.51717758178711,41.975189208984375,23.80508804321289,13205953,MRK,Merck & Co.,Health Care
2007-03-02,42.22328186035156,42.39503860473633,41.564884185791016,42.16603088378906,23.913320541381836,13230476,MRK,Merck & Co.,Health Care
2007-03-05,41.92748260498047,42.79580307006836,41.67938995361328,42.22328186035156,23.94579315185547,14573907,MRK,Merck & Co.,Health Care
2007-03-06,42.22328186035156,42.90076446533203,42.17557144165039,42.624046325683594,24.173067092895508,12507042,MRK,Merck & Co.,Health Care
2007-03-07,42.23282241821289,42.786258697509766,41.8129768371582,41.85114669799805,23.938386917114258,12159001,MRK,Merck & Co.,Health Care
2007-03-08,41.96564865112305,42.356868743896484,41.96564865112305,42.328243255615234,24.211278915405273,8774380,MRK,Merck & Co.,Health Care
2007-03-09,42.49045944213867,42.79580307006836,42.270992279052734,42.566795349121094,24.34772491455078,8667694,MRK,Merck & Co.,Health Care
2007-03-12,42.39503860473633,42.652671813964844,42.08969497680664,42.261451721191406,24.173067092895508,8647153,MRK,Merck & Co.,Health Care
2007-03-13,41.9370231628418,42.461830139160156,41.26908493041992,41.38358688354492,23.67093849182129,12910417,MRK,Merck & Co.,Health Care
2007-03-14,41.65076446533203,41.65076446533203,40.8015251159668,41.288169860839844,23.616369247436523,12927290,MRK,Merck & Co.,Health Care
2007-03-15,41.183204650878906,41.29771041870117,40.906490325927734,41.211830139160156,23.57270622253418,9623784,MRK,Merck & Co.,Health Care
2007-03-16,41.3072509765625,41.63167953491211,41.011451721191406,41.11641311645508,23.518125534057617,12068663,MRK,Merck & Co.,Health Care
2007-03-19,41.35496139526367,41.6984748840332,41.135494232177734,41.431297302246094,23.698238372802734,11557868,MRK,Merck & Co.,Health Care
2007-03-20,41.3072509765625,41.79389190673828,41.16412353515625,41.63167953491211,23.81285285949707,6212439,MRK,Merck & Co.,Health Care
2007-03-21,41.507633209228516,42.39503860473633,41.450382232666016,42.22328186035156,24.151247024536133,11802366,MRK,Merck & Co.,Health Care
2007-03-22,41.79389190673828,42.33778762817383,41.7557258605957,42.14694595336914,24.107585906982422,9352771,MRK,Merck & Co.,Health Care
2007-03-23,42.290077209472656,42.671756744384766,42.20419692993164,42.41412353515625,24.260414123535156,8785594,MRK,Merck & Co.,Health Care
2007-03-26,42.23282241821289,42.42366409301758,41.74618148803711,42.0515251159668,24.052997589111328,10087105,MRK,Merck & Co.,Health Care
2007-03-27,41.832061767578125,41.946563720703125,41.593509674072266,41.65076446533203,23.823772430419922,9776582,MRK,Merck & Co.,Health Care
2007-03-28,41.421756744384766,41.64122009277344,41.24045944213867,41.25,23.59453773498535,11105237,MRK,Merck & Co.,Health Care
2007-03-29,41.67938995361328,42.02289962768555,41.52671813964844,41.9370231628418,23.987506866455078,12218213,MRK,Merck & Co.,Health Care
2007-03-30,42.06106948852539,42.17557144165039,41.345420837402344,42.14694595336914,24.107585906982422,8228267,MRK,Merck & Co.,Health Care
2007-04-02,42.54771041870117,43.21564865112305,42.48091506958008,42.9484748840332,24.566038131713867,14062274,MRK,Merck & Co.,Health Care
2007-04-03,43.21564865112305,43.48282241821289,42.96755599975586,43.3015251159668,24.76798439025879,8245874,MRK,Merck & Co.,Health Care
2007-04-04,43.15839767456055,43.33015441894531,42.97710037231445,43.29198455810547,24.762531280517578,6175235,MRK,Merck & Co.,Health Care
2007-04-05,43.17748260498047,43.74045944213867,43.04389190673828,43.45419692993164,24.855308532714844,5892694,MRK,Merck & Co.,Health Care
2007-04-09,43.377864837646484,43.568702697753906,43.167938232421875,43.55915832519531,24.915348052978516,6363351,MRK,Merck & Co.,Health Care
2007-04-10,43.606868743896484,43.88358688354492,43.435115814208984,43.75954055786133,25.02996253967285,6899089,MRK,Merck & Co.,Health Care
2007-04-11,43.70228958129883,43.77862548828125,43.26335906982422,43.55915832519531,24.915348052978516,8498127,MRK,Merck & Co.,Health Care
